Created on 08-12-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT
2019-09-19,ETHUSDT,210.21,223.94,202.3,220.24,798364.11,169765924.51
2019-09-18,ETHUSDT,207.84,217.27,207.66,210.21,513120.86,109185207.85
2019-09-17,ETHUSDT,197.22,215.13,195.74,207.84,679750.83,138537974.9
2019-09-16,ETHUSDT,189.03,199.44,188.3,197.22,528337.79,102062343.96
2019-09-15,ETHUSDT,188.13,190.45,185.76,189.03,280767.97,52838135.4
2019-09-14,ETHUSDT,180.95,188.79,179.75,188.13,267890.02,49301727.59
2019-09-13,ETHUSDT,180.72,181.38,177.54,180.95,256498.05,45962397.18
2019-09-12,ETHUSDT,178.28,182.38,176.62,180.72,197575.01,35351888.23
2019-09-11,ETHUSDT,179.81,182.8,173,178.28,266594.87,47528584.59
2019-09-10,ETHUSDT,180.54,184.36,177,179.81,230231.59,41596161.55
2019-09-09,ETHUSDT,181.19,185.38,176.01,180.54,261713.25,47173776.11
2019-09-08,ETHUSDT,177.62,184.18,176.13,181.19,275778.2,49842584.39
2019-09-07,ETHUSDT,169.08,180.8,168.3,177.62,241491.41,42124248.56
2019-09-06,ETHUSDT,173.75,177.87,165,169.08,296625.44,51273807.39
2019-09-05,ETHUSDT,174.72,176.19,168.1,173.75,221555.38,38312850.42
2019-09-04,ETHUSDT,178.75,180.14,173,174.72,274523.51,48560376.96
2019-09-03,ETHUSDT,178.05,183,174.09,178.75,310855.34,55583824.36
2019-09-02,ETHUSDT,170.74,181,170.02,178.05,282280.98,49273287.05
2019-09-01,ETHUSDT,171.57,173.42,167.61,170.74,183240.54,31281728.17
2019-08-31,ETHUSDT,168.5,174.98,165.63,171.57,187480.91,31707801.22
2019-08-30,ETHUSDT,169.01,170.77,165.55,168.5,228759.94,38554989.34
2019-08-29,ETHUSDT,173.03,173.5,163.61,169.01,281855.76,47581787.34
2019-08-28,ETHUSDT,187.24,188.25,166.48,173.03,310652.09,55302425.27
2019-08-27,ETHUSDT,188.67,189.49,184.75,187.24,151685.35,28352312.68
2019-08-26,ETHUSDT,186.54,193.7,186,188.67,239138.62,45398330.11
2019-08-25,ETHUSDT,190.6,192.4,182.8,186.54,161329.18,30335644.16
2019-08-24,ETHUSDT,194.02,194.09,185.63,190.6,160347.74,30376792.7
2019-08-23,ETHUSDT,190.35,196.19,188.16,194.02,184607.56,35496408.13
2019-08-22,ETHUSDT,187.45,195.14,182.8,190.35,235248.89,44470719.79
2019-08-21,ETHUSDT,196.6,197.2,179.53,187.45,272790.2,51147312.61
2019-08-20,ETHUSDT,202.28,202.75,194.45,196.6,182698.67,36108993.49
2019-08-19,ETHUSDT,194.33,203.59,192.7,202.28,227767.43,45335821.49
2019-08-18,ETHUSDT,185.59,197.91,183.35,194.33,167642.42,32170746.08
2019-08-17,ETHUSDT,184.88,187,181.83,185.59,133031.38,24536347.33
2019-08-16,ETHUSDT,188.03,188.39,178.04,184.88,266677.79,49099025.49
2019-08-15,ETHUSDT,187.1,189.95,181.23,188.03,227061.95,42159161.36
2019-08-14,ETHUSDT,209.3,209.9,183.49,187.1,303096.75,59313621.96
2019-08-13,ETHUSDT,211.41,214.3,204,209.3,160581.72,33540267.5
2019-08-12,ETHUSDT,216.42,216.81,209.75,211.41,118019.79,25084874.56
2019-08-11,ETHUSDT,206.48,216.94,206.14,216.42,181226.33,38340043.64
2019-08-10,ETHUSDT,210.53,215,202.6,206.48,238814.18,49672833.39
2019-08-09,ETHUSDT,221.39,221.79,207.3,210.53,222126.62,47305932.95
2019-08-08,ETHUSDT,226.1,228.5,215.51,221.39,227302.75,50605328.79
2019-08-07,ETHUSDT,226.28,231.25,220.95,226.1,266654.97,60324416.2
2019-08-06,ETHUSDT,233.54,239.15,223.03,226.28,321598.75,74057470.81
2019-08-05,ETHUSDT,221.79,236.25,221.79,233.54,293028.62,67519115.44
2019-08-04,ETHUSDT,222.14,223.34,216.9,221.79,129252.63,28434538.95
2019-08-03,ETHUSDT,217.61,224.51,216.62,222.14,173091.61,38402414.61
2019-08-02,ETHUSDT,216.84,222.18,214.31,217.61,197378.6,43048711.84
2019-08-01,ETHUSDT,218.42,219.39,210.54,216.84,178367.73,38245768.5
2019-07-31,ETHUSDT,209.58,218.79,209.2,218.42,199072.03,42667260.47
2019-07-30,ETHUSDT,210.89,214.36,204.4,209.58,213617.67,44727001.37
2019-07-29,ETHUSDT,211.62,215.83,206.59,210.89,215871.37,45520537.27
2019-07-28,ETHUSDT,207.3,213.52,198.24,211.62,206493.53,42875063.52
2019-07-27,ETHUSDT,218.81,223.3,203,207.3,249914.53,53195918.15
2019-07-26,ETHUSDT,219.14,220,212.71,218.81,146879.47,31820101.61
2019-07-25,ETHUSDT,216.31,225.12,215.23,219.14,268128.71,59309595.05
2019-07-24,ETHUSDT,212.48,218.28,202,216.31,312744.21,65437569.67
2019-07-23,ETHUSDT,217.51,219.55,208.36,212.48,304107.35,64989471.6
2019-07-22,ETHUSDT,225.38,228.34,212.25,217.51,257250.37,56520639.97
2019-07-21,ETHUSDT,228.2,229.66,216.99,225.38,256533.09,57404562.62
2019-07-20,ETHUSDT,220.73,235.09,219.78,228.2,308327.14,70282478.12
2019-07-19,ETHUSDT,225.73,226.23,212.52,220.73,352958.87,77505331.06
2019-07-18,ETHUSDT,210.81,229.65,205.71,225.73,571266.02,124404066.32
2019-07-17,ETHUSDT,198.88,219.86,191.84,210.81,654709.37,134755146.71
2019-07-16,ETHUSDT,228.2,234.5,192.25,198.88,663570.16,140583678.74
2019-07-15,ETHUSDT,225.85,235.58,203.08,228.2,670890.89,149789944.36
2019-07-14,ETHUSDT,268.79,269.74,222.81,225.85,502671.46,121763826.45
2019-07-13,ETHUSDT,274.62,275.04,262.2,268.79,198264.43,53259075.95
2019-07-12,ETHUSDT,268.63,278.99,266.21,274.62,256330.2,69911493.67
2019-07-11,ETHUSDT,289.23,289.23,262.12,268.63,474546.14,129123265.52
2019-07-10,ETHUSDT,307.46,314.18,281.04,289.23,426352.56,126707112.96
2019-07-09,ETHUSDT,311.97,318.19,302.69,307.46,293889.15,91372097.21
2019-07-08,ETHUSDT,304.72,313.74,300.78,311.97,276935.54,84993677.27
2019-07-07,ETHUSDT,288.29,309.69,284.25,304.72,234700.54,69775331.55
2019-07-06,ETHUSDT,287.47,296.71,285.28,288.29,187774.35,54720578.82
2019-07-05,ETHUSDT,282.73,294.89,280.78,287.47,250185.73,72016394.82
2019-07-04,ETHUSDT,301.14,302.74,280.53,282.73,260304.47,76437831.66
2019-07-03,ETHUSDT,291.48,302.89,285,301.14,352625.41,103982010.48
2019-07-02,ETHUSDT,295.07,297.57,272.65,291.48,465832.98,132109017.5
2019-07-01,ETHUSDT,292.7,303.49,280.13,295.07,463938.62,135354542.12
2019-06-30,ETHUSDT,317.62,323.5,290.12,292.7,461046.98,141003992.51
2019-06-29,ETHUSDT,311.05,324.74,295.18,317.62,402767.82,123440854.21
2019-06-28,ETHUSDT,298.35,313.58,295.22,311.05,502865.27,153795315.07
2019-06-27,ETHUSDT,339.39,347,280.01,298.35,934508.88,289763401.82
2019-06-26,ETHUSDT,318.26,366.8,315.57,339.39,928398.83,314357805.8
2019-06-25,ETHUSDT,311.64,318.99,307,318.26,329610.54,103150282.91
2019-06-24,ETHUSDT,308.52,314.41,298,311.64,334998.3,102980309.57
2019-06-23,ETHUSDT,310.79,321.7,305.58,308.52,395975.5,124093261.72
2019-06-22,ETHUSDT,294.35,314.39,289.69,310.79,680609.92,208097061.83
2019-06-21,ETHUSDT,271.22,295.94,271.22,294.35,492090.84,140711190.41
2019-06-20,ETHUSDT,268.14,273.63,265.71,271.22,192912.37,51897585.89
2019-06-19,ETHUSDT,264.66,270,263.59,268.14,201877.83,53930369.85
2019-06-18,ETHUSDT,273.16,273.58,261.45,264.66,307979.42,82147010.91
2019-06-17,ETHUSDT,267.73,276,266.81,273.16,324304.43,87754219.97
2019-06-16,ETHUSDT,267.82,277.06,263.31,267.73,435193.89,117639745.24
2019-06-15,ETHUSDT,262.47,272.27,260.61,267.82,274346.73,72796065.62
2019-06-14,ETHUSDT,254.67,264.26,251.75,262.47,313274.0,80418266.35
2019-06-13,ETHUSDT,261.15,262.98,253.69,254.67,278574.88,72040235.02
2019-06-12,ETHUSDT,244.29,261.87,242.2,261.15,319093.14,80270999.76
2019-06-11,ETHUSDT,246.51,247.8,236.49,244.29,225111.94,54553406.5
2019-06-10,ETHUSDT,230.98,247.45,227.03,246.51,300548.17,71716174.55
2019-06-09,ETHUSDT,243.25,244.53,226.56,230.98,302409.55,71183674.1
2019-06-08,ETHUSDT,248.77,250.53,240.37,243.25,181441.59,44575400.24
2019-06-07,ETHUSDT,248.76,253.28,243.46,248.77,337098.73,83605214.47
2019-06-06,ETHUSDT,245.63,250.66,235.01,248.76,284787.38,69305545.99
2019-06-05,ETHUSDT,241.39,250.41,237.37,245.63,320776.63,78146606.64
2019-06-04,ETHUSDT,249.91,251.67,234.39,241.39,598339.96,146070179.86
2019-06-03,ETHUSDT,268.88,270,248,249.91,375159.23,97854037.32
2019-06-02,ETHUSDT,264.33,273.2,263.2,268.88,290396.08,77963813.46
2019-06-01,ETHUSDT,267.9,275.5,260.68,264.33,435412.03,116425538.22
2019-05-31,ETHUSDT,254.56,268.72,245.21,267.9,571685.2,146963771.85
2019-05-30,ETHUSDT,268.83,288.62,240.14,254.56,996943.91,271192857.66
2019-05-29,ETHUSDT,271.03,274.04,260.05,268.83,367332.14,98559583.63
2019-05-28,ETHUSDT,270.53,275.95,264.45,271.03,390994.62,105636012.75
2019-05-27,ETHUSDT,264.45,279.59,260,270.53,598629.89,160364493.78
2019-05-26,ETHUSDT,250.22,269.4,245.11,264.45,425088.84,108659658.8
2019-05-25,ETHUSDT,248.87,257.33,247.22,250.22,317334.87,79830875.09
2019-05-24,ETHUSDT,244.56,254.35,241.54,248.87,425752.52,105984404.53
2019-05-23,ETHUSDT,243.64,247.34,231.1,244.56,570566.98,136949164.01
2019-05-22,ETHUSDT,253.43,260.18,239.63,243.64,560424.11,140901929.46
2019-05-21,ETHUSDT,250.37,262,246.06,253.43,549614.28,138984555.5
2019-05-20,ETHUSDT,259.51,259.51,238,250.37,628106.82,156144015.35
2019-05-19,ETHUSDT,233.6,264,231.77,259.51,775107.93,195130388.34
2019-05-18,ETHUSDT,244.3,248,230.62,233.6,638392.93,152141882.64
2019-05-17,ETHUSDT,264.25,268.74,223.43,244.3,1412755.02,338397458.1
2019-05-16,ETHUSDT,248.1,279.76,241.76,264.25,1605154.01,418925215.37
2019-05-15,ETHUSDT,216.4,250.27,216.21,248.1,543747.95,127761384.96
2019-05-14,ETHUSDT,195.84,219.81,194.19,216.4,822230.4,170977066.74
2019-05-13,ETHUSDT,188.11,206.87,185.32,195.84,633515.79,124079501.12
2019-05-12,ETHUSDT,190.2,204.32,181,188.11,782428.2,149765628.2
2019-05-11,ETHUSDT,172.91,205.23,172.91,190.2,838324.58,158238317.55
2019-05-10,ETHUSDT,170.9,176.7,168.46,172.91,404385.64,70053126.38
2019-05-09,ETHUSDT,170.85,173.88,166.57,170.9,275275.41,46883196.58
2019-05-08,ETHUSDT,169.18,173.17,164.8,170.85,284442.28,48281293.85
2019-05-07,ETHUSDT,173,182.76,172.96,178.67,327985.85,58777474.25
2019-05-06,ETHUSDT,163.05,178.05,157.55,173,481434.62,81841271.72
2019-05-05,ETHUSDT,163.7,165.36,159.18,163.05,170740.8,27800461.6
2019-05-04,ETHUSDT,168.06,171.3,159.76,163.7,301510.19,49718164.78
2019-05-03,ETHUSDT,161.81,170.86,160.99,168.06,398708.66,66245699.88
2019-05-02,ETHUSDT,160.19,163.48,158.5,161.81,271007.14,43722606.95
2019-05-01,ETHUSDT,161.83,163.88,158.36,160.19,185963.47,29910233.69
2019-04-30,ETHUSDT,155.11,162.89,155.11,161.83,289299.73,45851815.55
2019-04-29,ETHUSDT,157.85,159.05,152,155.11,232970.11,36243415.98
2019-04-28,ETHUSDT,159.31,160.24,156.92,157.85,148389.69,23576134.31
2019-04-27,ETHUSDT,157.95,166.24,156.35,159.31,205087.38,32559965.37
2019-04-26,ETHUSDT,154.72,162.56,151.4,157.95,478380.47,74893642.58
2019-04-25,ETHUSDT,164.78,165.49,150.35,154.72,396860.05,63279559.92
2019-04-24,ETHUSDT,169.16,169.87,159.26,164.78,398770.06,65535958.61
2019-04-23,ETHUSDT,170.52,175.83,167.78,169.16,348596.28,60208699.74
2019-04-22,ETHUSDT,168.59,172.3,167,170.52,258633.4,43924987.34
2019-04-21,ETHUSDT,172.88,173.48,164.82,168.59,272700.3,45975478.72
2019-04-20,ETHUSDT,172.64,176.97,169.87,172.88,244125.65,42297879.68
2019-04-19,ETHUSDT,173.33,173.55,168.59,172.64,306420.83,52574577.89
2019-04-18,ETHUSDT,165.75,175.2,165.04,173.33,380670.34,65383225.63
2019-04-17,ETHUSDT,165.37,167.28,163.78,165.75,222195.94,36744478.51
2019-04-16,ETHUSDT,159.95,166.73,159.41,165.37,231611.35,37813747.09
2019-04-15,ETHUSDT,167.23,168.81,155.7,159.95,333489.91,54304236.02
2019-04-14,ETHUSDT,162.99,168.11,161.2,167.23,179893.01,29476496.26
2019-04-13,ETHUSDT,163.19,165.37,160.74,162.99,174739.39,28513596.81
2019-04-12,ETHUSDT,164.07,166.5,158.11,163.19,302904.32,49368706.84
2019-04-11,ETHUSDT,177.12,177.48,158.27,164.07,625407.28,104222268.32
2019-04-10,ETHUSDT,174.6,183.77,168,177.12,493411.54,87872245.28
2019-04-09,ETHUSDT,178.72,179.17,171.05,174.6,413283.0,72468123.3
2019-04-08,ETHUSDT,174.21,185.87,170.9,178.72,819037.59,146669508.53
2019-04-07,ETHUSDT,165.5,175.43,164.06,174.21,443134.62,75055749.13
2019-04-06,ETHUSDT,164.77,172.77,159.2,165.5,500119.67,82997021.28
2019-04-05,ETHUSDT,157.36,167.83,155.94,164.77,490801.39,79991807.66
2019-04-04,ETHUSDT,159.96,164,152.8,157.36,648967.18,103191872.13
2019-04-03,ETHUSDT,163.31,177.81,149.23,159.96,1252219.86,210053544.86
2019-04-02,ETHUSDT,141.24,165.6,141,163.31,846585.0,128934933.45
2019-04-01,ETHUSDT,141.38,143.08,139.57,141.24,223762.77,31742218.16
2019-03-19,ETHUSDT,137.59,139.38,137.4,138.51,16554.75,2292351.92
2019-03-18,ETHUSDT,138.67,142.01,136.1,137.59,269960.63,37388751.61
2019-03-17,ETHUSDT,140.92,141.07,137.2,138.67,243751.46,33810339.18
2019-03-16,ETHUSDT,136.56,144.47,136.51,140.92,453927.3,63956213.46
2019-03-15,ETHUSDT,132.2,137.62,132.18,136.56,284559.3,38405064.95
2019-03-14,ETHUSDT,131.65,135.11,128.52,132.2,244481.31,32261843.32
2019-03-13,ETHUSDT,133.57,133.65,130.58,131.65,203747.19,26917278.66
2019-03-12,ETHUSDT,132.67,135.3,130.77,133.57,189928.44,25317861.86
2019-03-11,ETHUSDT,135.37,136.15,131,132.67,255192.92,34033771.83
2019-03-10,ETHUSDT,137.27,137.5,134,135.37,197622.02,26791871.58
2019-03-09,ETHUSDT,133.52,138.65,132.93,137.27,270223.63,36904281.93
2019-03-08,ETHUSDT,136.81,139.34,130.62,133.52,318426.73,43271609.48
2019-03-07,ETHUSDT,137.4,140.2,135.2,136.81,298138.13,41005934.74
2019-03-06,ETHUSDT,136.72,140.29,133.33,137.4,413153.82,56554449.54
2019-03-05,ETHUSDT,125.65,137.84,125.19,136.72,487684.28,64429400.96
2019-03-04,ETHUSDT,130.6,131.11,122.6,125.65,388233.46,49075206.9
2019-03-03,ETHUSDT,132.56,134.6,128.01,130.6,214395.32,28385122.26
2019-03-02,ETHUSDT,135.32,136.12,130.03,132.56,284885.36,37860493.28
2019-03-01,ETHUSDT,135.34,137.95,134.9,135.32,294617.26,40108254.79
2019-02-28,ETHUSDT,135.02,139,132.1,135.34,549077.25,74748160.56
2019-02-27,ETHUSDT,136.22,140.29,126.84,135.02,532294.65,71858506.04
2019-02-26,ETHUSDT,137.87,138.41,133.72,136.22,419879.87,57203847.83
2019-02-25,ETHUSDT,132.1,141.55,131.89,137.87,762621.96,105054197.62
2019-02-24,ETHUSDT,157.79,166,131.7,132.1,1173895.04,173971331.16
2019-02-23,ETHUSDT,147.36,159.6,145.78,157.79,552142.23,84441877.71
2019-02-22,ETHUSDT,145.69,148.85,143.85,147.36,352537.68,51758020.19
2019-02-21,ETHUSDT,148.44,149.61,142.7,145.69,428932.11,62510331.77
2019-02-20,ETHUSDT,143.44,149.52,139.6,148.44,588547.04,85394629.4
2019-02-19,ETHUSDT,145.69,150,142.36,143.44,716620.19,105048109.17
2019-02-18,ETHUSDT,133.75,148.3,132.42,145.69,1018358.52,144041425.95
2019-02-17,ETHUSDT,122.67,135.61,122.43,133.75,578655.28,74301363.41
2019-02-16,ETHUSDT,121.67,124.99,121.54,122.67,208812.27,25661641.61
2019-02-15,ETHUSDT,120.42,124.25,120.19,121.67,246551.78,30045040.64
2019-02-14,ETHUSDT,121.86,124.5,120.1,120.42,288712.99,35241578.92
2019-02-13,ETHUSDT,122.41,126.47,120.7,121.86,306292.7,37650250.21
2019-02-12,ETHUSDT,120.89,123.89,118.18,122.41,328240.98,39726476.21
2019-02-11,ETHUSDT,125.12,125.28,119.24,120.89,374239.99,45357750.41
2019-02-10,ETHUSDT,119.19,126.49,115.81,125.12,369493.16,43970178.66
2019-02-09,ETHUSDT,119.25,121.99,117.64,119.19,317901.46,37849813.12
2019-02-08,ETHUSDT,104.48,123,103.41,119.25,513614.08,58532663.46
2019-02-07,ETHUSDT,104.5,106.18,103.82,104.48,143475.28,15061423.23
2019-02-06,ETHUSDT,107.27,107.83,101.21,104.5,304451.29,31562679.09
2019-02-05,ETHUSDT,107.68,108.18,106.47,107.27,155416.93,16674655.74
2019-02-04,ETHUSDT,107.36,109.3,106.57,107.68,156144.36,16805424.86
2019-02-03,ETHUSDT,110.42,111.11,105.82,107.36,220307.84,23859078.66
2019-02-02,ETHUSDT,106.73,111.15,106.07,110.42,181610.41,19579739.3
2019-02-01,ETHUSDT,106.44,108.35,103.77,106.73,233408.07,24760296.69
2019-01-31,ETHUSDT,108.29,110.61,105.46,106.44,280771.28,30173365.86
2019-01-30,ETHUSDT,104.45,109.8,103.45,108.29,308882.14,32999317.17
2019-01-29,ETHUSDT,105.5,106.61,102.22,104.45,309523.07,32356667.59
2019-01-28,ETHUSDT,112.05,112.87,100.91,105.5,526329.85,55812354.99
2019-01-27,ETHUSDT,115.34,116.15,111.04,112.05,227866.28,25941266.05
2019-01-26,ETHUSDT,115.11,117.99,115,115.34,139650.09,16212122.43
2019-01-25,ETHUSDT,116.39,117.5,114.3,115.11,188288.1,21781715.15
2019-01-24,ETHUSDT,116.44,117.15,113.61,116.39,204535.93,23693155.19
2019-01-23,ETHUSDT,117.81,118.95,114.8,116.44,220450.49,25829226.21
2019-01-22,ETHUSDT,115.63,119.49,111.39,117.81,324596.71,37770201.94
2019-01-21,ETHUSDT,117.47,118.5,113.63,115.63,283646.05,32941812.33
2019-01-20,ETHUSDT,122.6,123.32,115.68,117.47,411599.0,49043585.67
2019-01-19,ETHUSDT,119.17,125.25,119.14,122.6,294209.81,36138447.55
2019-01-18,ETHUSDT,121.54,121.98,117.66,119.17,224792.97,27006438.12
2019-01-17,ETHUSDT,121.48,122.99,116.84,121.54,413731.16,49798552.84
2019-01-16,ETHUSDT,118.95,126.88,118.52,121.48,467223.0,56674507.85
2019-01-15,ETHUSDT,126.95,129.4,116,118.95,558037.46,68861399.74
2019-01-14,ETHUSDT,114.16,130.05,113.94,126.95,491088.87,59991355.79
2019-01-13,ETHUSDT,123.35,124.25,111.87,114.16,367497.8,43055273.91
2019-01-12,ETHUSDT,124.65,126.19,122,123.35,284758.35,35369276.62
2019-01-11,ETHUSDT,124.95,127.36,120.08,124.65,510011.77,63426826.32
2019-01-10,ETHUSDT,148.1,149.45,121,124.95,737281.35,96721035.88
2019-01-09,ETHUSDT,147.6,151.5,146.77,148.1,280727.61,41874363.76
2019-01-08,ETHUSDT,149.34,151.65,145.2,147.6,417257.04,61917814.09
2019-01-07,ETHUSDT,153.86,155.48,147.86,149.34,399397.83,60478414.33
2019-01-06,ETHUSDT,152.83,157.4,147.51,153.86,586109.49,89301175.09
2019-01-05,ETHUSDT,151.97,159.26,151.81,152.83,720059.24,111984803.24
2019-01-04,ETHUSDT,146.3,154.8,143.54,151.97,759791.62,114004802.01
2019-01-03,ETHUSDT,152.01,153.64,143.11,146.3,664311.93,98481947.57
2019-01-02,ETHUSDT,139.1,155.37,137.76,152.01,875284.94,129041158.2
2019-01-01,ETHUSDT,131.45,140.67,130,139.1,382270.09,51631680.56
2018-12-31,ETHUSDT,137.77,138.66,128.7,131.45,452868.88,60556389.23
2018-12-30,ETHUSDT,132.89,139,128.3,137.77,644708.07,86850368.19
2018-12-29,ETHUSDT,135.3,145.42,129,132.89,910866.09,123481087.43
2018-12-28,ETHUSDT,113.8,136.66,111.87,135.3,811242.99,101280995.37
2018-12-27,ETHUSDT,129.35,131.09,111.22,113.8,679138.14,81861611.19
2018-12-26,ETHUSDT,127.6,135.32,122.51,129.35,751076.22,96550544.46
2018-12-25,ETHUSDT,138.03,139.26,120.37,127.6,1000117.23,126961683.08
2018-12-24,ETHUSDT,129.03,157.67,128.8,138.03,1194725.32,172140999.98
2018-12-23,ETHUSDT,115.2,131.94,114.91,129.03,879356.6,111109777.66
2018-12-22,ETHUSDT,107.69,115.5,105.38,115.2,389920.99,43067512.48
2018-12-21,ETHUSDT,114.05,118,104.76,107.69,637592.55,71326222.43
2018-12-20,ETHUSDT,98.74,116,97.88,114.05,793665.68,85891037.85
2018-12-19,ETHUSDT,100.39,107.55,97.75,98.74,786027.14,80572440.26
2018-12-18,ETHUSDT,94.02,101.3,91.34,100.39,506653.83,47972537.01
2018-12-17,ETHUSDT,84.67,97,84.4,94.02,443502.42,40351559.51
2018-12-16,ETHUSDT,83.76,87.64,83.73,84.67,234099.94,20158259.79
2018-12-15,ETHUSDT,83.82,85,81.79,83.76,210208.57,17573565.9
2018-12-14,ETHUSDT,86.34,87.25,82.2,83.82,304974.91,25941047.9
2018-12-13,ETHUSDT,89.41,90.71,84.71,86.34,318802.11,28001629.62
2018-12-12,ETHUSDT,87.76,91.31,86.63,89.41,271583.4,24264019.93
2018-12-11,ETHUSDT,89.91,91.65,85.83,88.05,322200.97,28486590.67
2018-12-10,ETHUSDT,93.26,95.21,88.11,89.91,393110.01,35770475.16
2018-12-09,ETHUSDT,90.38,98.69,88.63,93.26,495185.9,46164705.61
2018-12-08,ETHUSDT,93.05,98,84.55,90.38,658502.09,59633460.56
2018-12-07,ETHUSDT,91,96.9,82.07,93.05,960230.81,84299773.38
2018-12-06,ETHUSDT,102.71,104.68,90.2,91,553805.57,54922337.22
2018-12-05,ETHUSDT,109.94,110.58,102.38,102.71,337732.86,35789009.41
2018-12-04,ETHUSDT,108.76,113.2,106,109.94,264242.12,29146430.81
2018-12-03,ETHUSDT,116.57,116.96,106.7,108.76,295557.21,32974833.18
2018-12-02,ETHUSDT,118.1,120.73,116,116.57,262267.01,30841332.26
2018-12-01,ETHUSDT,113.73,120.8,111.35,118.1,315394.2,36879893.31
2018-11-30,ETHUSDT,117.98,120.26,111.09,113.98,393584.41,45488021.57
2018-11-29,ETHUSDT,122.9,124,114.78,117.98,456872.9,54528735.51
2018-11-28,ETHUSDT,111.43,126.8,111.37,122.9,546321.26,64645229.35
2018-11-27,ETHUSDT,110.68,114.31,102.36,111.43,499649.64,54010413.02
2018-11-26,ETHUSDT,118.67,121.5,106.41,110.68,645740.39,73396710.63
2018-11-25,ETHUSDT,114.89,122.35,102.95,118.67,783706.16,87814063.2
2018-11-24,ETHUSDT,125.02,130.81,112.32,114.89,446989.17,54348206.09
2018-11-23,ETHUSDT,126.63,128.9,118.56,125.02,481206.94,59783902.28
2018-11-22,ETHUSDT,138.23,140.4,125.64,126.63,319981.91,42880311.09
2018-11-21,ETHUSDT,133.82,142.01,127.15,138.23,678840.37,92373362.29
2018-11-20,ETHUSDT,150.81,154.7,126.95,133.82,928397.06,129725910.38
2018-11-19,ETHUSDT,178.97,179.33,146.47,150.81,560763.51,88914823.36
2018-11-18,ETHUSDT,176.2,182.94,176.1,178.97,136560.48,24335702.52
2018-11-17,ETHUSDT,176.89,177.91,173.94,176.2,141099.68,24801410.44
2018-11-16,ETHUSDT,184.35,185,173,176.89,232801.12,41851464.58
2018-11-15,ETHUSDT,187.43,190,170.99,184.35,424939.96,76723206.23
2018-11-14,ETHUSDT,209.84,210.3,176.16,187.43,399233.32,75871137.86
2018-11-13,ETHUSDT,212.89,213.8,209.2,209.84,109955.1,23224602.88
2018-11-12,ETHUSDT,212.54,214.22,210.9,212.89,97559.56,20760128.31
2018-11-11,ETHUSDT,213.25,213.99,209,212.54,132055.09,27984519.24
2018-11-10,ETHUSDT,210.77,215.55,209.02,213.25,127911.01,27278588.9
2018-11-09,ETHUSDT,212.79,215.51,209.1,210.77,147757.07,31364152.3
2018-11-08,ETHUSDT,219.07,220.78,212.49,212.79,182796.09,39417547.5
2018-11-07,ETHUSDT,220.74,224.8,217.01,219.07,193865.4,42802125.25
2018-11-06,ETHUSDT,210.66,221.25,209.11,220.74,188150.44,40454250.05
2018-11-05,ETHUSDT,212.11,213.39,207.62,210.66,135891.54,28548934.46
2018-11-04,ETHUSDT,200.31,218.76,199,212.11,169609.52,35256636.65
2018-11-03,ETHUSDT,202.35,202.69,198.59,200.31,69116.87,13861832.63
2018-11-02,ETHUSDT,199.96,203.74,199.34,202.35,94356.05,19001504.78
2018-11-01,ETHUSDT,198.73,200.95,197.88,199.96,83850.89,16669489.27
2018-10-31,ETHUSDT,197.27,201.45,193.01,198.73,107451.29,21199830.24
2018-10-30,ETHUSDT,196.96,198.6,195.91,197.27,81801.72,16139903.69
2018-10-29,ETHUSDT,204.99,205.49,195.28,196.96,110535.1,22126323.29
2018-10-28,ETHUSDT,204.45,205.94,203.62,204.99,42527.14,8702712.38
2018-10-27,ETHUSDT,204.92,206.15,203.09,204.45,48463.29,9918425.92
2018-10-26,ETHUSDT,203.93,209,203,204.92,84687.19,17376838.21
2018-10-25,ETHUSDT,205.35,205.94,202.88,203.93,75453.8,15421187.35
2018-10-24,ETHUSDT,205.85,207.95,204.73,205.35,95688.94,19751968.93
2018-10-23,ETHUSDT,206.67,207.8,202.14,205.85,110285.96,22640163.85
2018-10-22,ETHUSDT,207.49,209.3,205,206.67,203488.35,42181953.97
2018-10-21,ETHUSDT,207.91,211.99,206.74,207.49,81331.09,17053979.08
2018-10-20,ETHUSDT,205,209.69,203.57,207.91,60493.37,12545791.7
2018-10-19,ETHUSDT,206.24,208,204.21,205,252056.14,51921732.32
2018-10-18,ETHUSDT,212.85,215.3,203.53,206.24,145156.93,30505015.53
2018-10-17,ETHUSDT,215.09,216.99,210,212.85,150429.89,32121257.4
2018-10-16,ETHUSDT,214.45,214.45,211.88,211.88,0.0,0.0
2018-10-15,ETHUSDT,197.01,239,194.6,214.45,874047.69,190043960.07
2018-10-14,ETHUSDT,201.3,203.56,194.33,197.01,103556.5,20789448.93
2018-10-13,ETHUSDT,196.96,202.78,196.27,201.3,101534.96,20358230.51
2018-10-12,ETHUSDT,191.58,201.87,190.04,196.96,207122.02,40792467.42
2018-10-11,ETHUSDT,226.74,226.91,189.01,191.58,461196.58,93760176.48
2018-10-10,ETHUSDT,228.4,228.78,224.05,226.74,119128.26,26954045.2
2018-10-09,ETHUSDT,230.01,231.02,226.56,228.4,95854.17,21928625.81
2018-10-08,ETHUSDT,226.14,232.7,224.21,230.01,203767.93,46362935.91
