Created on 08-12-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
2020-06-20,BTCUSDT,9310.23,9395,9170.95,9358.95,30329.05,282120192.71
2020-06-19,BTCUSDT,9386.32,9438.3,9215.79,9310.23,45330.98,423086965.19
2020-06-18,BTCUSDT,9465.14,9489,9280,9386.32,37381.95,351649555.07
2020-06-17,BTCUSDT,9525.59,9565,9236.61,9465.14,48046.41,453209812.23
2020-06-16,BTCUSDT,9426.02,9589,9373.09,9525.59,52052.45,494458269.14
2020-06-15,BTCUSDT,9342.1,9495,8910.45,9426.02,86107.92,793518842.55
2020-06-14,BTCUSDT,9473.34,9480.99,9245,9342.1,30055.51,282131272.38
2020-06-13,BTCUSDT,9465.13,9494.73,9351,9473.34,27759.78,261673162.26
2020-06-12,BTCUSDT,9280.4,9557.12,9232.51,9465.13,50119.07,472007894.38
2020-06-11,BTCUSDT,9885,9964,9113,9280.4,94418.98,902075648.55
2020-06-10,BTCUSDT,9772.43,9992.72,9704.18,9885,47130.76,462384305.35
2020-06-09,BTCUSDT,9782.01,9877,9570,9772.43,46024.0,447208895.84
2020-06-08,BTCUSDT,9746.99,9800,9633,9782.01,40664.66,395459395.82
2020-06-07,BTCUSDT,9666.3,9802,9372.46,9746.99,57952.85,556919603.79
2020-06-06,BTCUSDT,9621.16,9735,9531.05,9666.3,32752.95,315604867.24
2020-06-05,BTCUSDT,9789.06,9854.75,9581,9621.16,47788.05,465200788.2
2020-06-04,BTCUSDT,9666.24,9881.63,9450,9789.06,57456.1,557234945.65
2020-06-03,BTCUSDT,9518.04,9690,9365.21,9666.24,46252.64,441928818.04
2020-06-02,BTCUSDT,10200.77,10228.99,9266,9518.04,108970.77,1070060237.13
2020-06-01,BTCUSDT,9448.27,10380,9421.67,10200.77,76649.13,749707596.66
2020-05-31,BTCUSDT,9697.72,9700,9381.41,9448.27,48333.79,461272298.85
2020-05-30,BTCUSDT,9427.07,9740,9331.23,9697.72,55665.27,530598690.07
2020-05-29,BTCUSDT,9575.89,9605.26,9330,9427.07,57374.36,542758086.61
2020-05-28,BTCUSDT,9204.07,9625.47,9110,9575.89,74110.79,693930106.18
2020-05-27,BTCUSDT,8841.18,9225,8811.73,9204.07,68910.36,624660855.78
2020-05-26,BTCUSDT,8900.35,9017.67,8700,8841.18,58299.77,516455128.89
2020-05-25,BTCUSDT,8720.34,8979.66,8642.72,8900.35,62833.91,553545285.91
2020-05-24,BTCUSDT,9179.15,9298,8700,8720.34,70379.87,636787240.37
2020-05-23,BTCUSDT,9170,9307.85,9070,9179.15,43526.3,400407195.63
2020-05-22,BTCUSDT,9068.65,9271,8933.52,9170,58943.13,537847834.5
2020-05-21,BTCUSDT,9511.43,9578.47,8815,9068.65,108928.78,1002046265.94
2020-05-20,BTCUSDT,9775.53,9842,9326,9511.43,74923.74,721190802.76
2020-05-19,BTCUSDT,9733.93,9897.21,9474,9775.53,78539.76,760713946.01
2020-05-18,BTCUSDT,9680.04,9950,9464.23,9733.93,82006.6,797622297.33
2020-05-17,BTCUSDT,9381.27,9888,9322.1,9680.04,68647.76,663088800.82
2020-05-16,BTCUSDT,9316.42,9588,9220,9381.27,59587.63,560547005.03
2020-05-15,BTCUSDT,9791.98,9845.62,9150,9316.42,115890.76,1099721375.89
2020-05-14,BTCUSDT,9309.37,9939,9256.76,9791.98,129565.38,1247456797.82
2020-05-13,BTCUSDT,8810.79,9398,8792.99,9309.37,92466.27,839725719.96
2020-05-12,BTCUSDT,8561.52,8978.26,8528.78,8810.79,86522.78,760195457.05
2020-05-11,BTCUSDT,8722.77,9168,8200,8561.52,168807.25,1468392820.76
2020-05-10,BTCUSDT,9539.4,9574.83,8117,8722.77,183865.18,1594996476.98
2020-05-09,BTCUSDT,9800.01,9914.25,9520,9539.4,81950.68,795001351.68
2020-05-08,BTCUSDT,9986.4,10035.96,9705,9800.01,100683.8,997005843.74
2020-05-07,BTCUSDT,9142.92,10067,9021,9986.4,147154.61,1409783462.01
2020-05-06,BTCUSDT,9021.83,9395,8906.21,9142.92,105925.3,972793508.46
2020-05-05,BTCUSDT,8871.96,9118.58,8760,9021.83,76480.77,683083018.88
2020-05-04,BTCUSDT,8894.16,8950,8522,8871.96,84418.51,738343818.69
2020-05-03,BTCUSDT,8972.05,9200,8712,8894.16,90126.07,808427095.93
