Created on 08-12-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
2019-10-05,BTCUSDT,8137.13,8183.41,8012.98,8126.19,20640.68,167001607.91
2019-10-04,BTCUSDT,8223.96,8232.41,8005,8137.13,24696.12,200851365.03
2019-10-03,BTCUSDT,8359.94,8393,8060,8223.96,28207.53,231589725.89
2019-10-02,BTCUSDT,8292.44,8373.91,8151.22,8359.94,24413.16,201237637.47
2019-10-01,BTCUSDT,8289.34,8500,8173.05,8292.44,40153.56,335252267.53
2019-09-30,BTCUSDT,8043.82,8337.26,7710,8289.34,51182.65,411517221.34
2019-09-29,BTCUSDT,8198.81,8229.13,7890,8043.82,29234.18,235105957.66
2019-09-28,BTCUSDT,8177.91,8315,8001.09,8198.81,32066.02,261065454.75
2019-09-27,BTCUSDT,8063.73,8265,7852.15,8177.91,40365.1,324537958.64
2019-09-26,BTCUSDT,8430.05,8465.99,7750,8063.73,61361.29,499478544.7
2019-09-25,BTCUSDT,8493.14,8730,8215.64,8430.05,55315.95,466357349.74
2019-09-24,BTCUSDT,9702.25,9794.99,8290.51,8694.23,41725.81,392194281.62
2019-09-23,BTCUSDT,10028.87,10049.99,9615.77,9702.25,29213.2,287640571.85
2019-09-22,BTCUSDT,9986.39,10089,9853.97,10028.87,20301.99,202683535.91
2019-09-21,BTCUSDT,10168.59,10176.7,9900,9986.39,18952.99,190086138.72
2019-09-20,BTCUSDT,10244.29,10281,10061.39,10168.59,23318.96,237217066.9
2019-09-19,BTCUSDT,10156.99,10325,9653,10244.29,41061.71,410110429.01
2019-09-18,BTCUSDT,10187.82,10258.02,10100,10156.99,22586.72,230086616.11
2019-09-17,BTCUSDT,10251.31,10275,10128.01,10187.82,21294.63,217407999.96
2019-09-16,BTCUSDT,10302.01,10355,10078,10251.31,26872.29,274873865.13
2019-09-15,BTCUSDT,10335.02,10360,10252.15,10302.01,17051.39,175594782.61
2019-09-14,BTCUSDT,10342.06,10419.99,10222.33,10335.02,22083.2,228166802.5
2019-09-13,BTCUSDT,10415.01,10439,10153,10342.06,28070.03,288910051.18
2019-09-12,BTCUSDT,10158.33,10448.81,10040.1,10415.01,32225.25,329961214.58
2019-09-11,BTCUSDT,10098.15,10293,9880,10158.33,29837.91,300337746.05
2019-09-10,BTCUSDT,10303.12,10384.99,9953,10098.15,26992.76,274796103.91
2019-09-09,BTCUSDT,10381.18,10480,10068.5,10303.12,37323.98,383906446.02
2019-09-08,BTCUSDT,10455.88,10592.5,10208,10381.18,22178.93,231134800.35
2019-09-07,BTCUSDT,10298.73,10558,10288.57,10455.88,26197.19,272829558.07
2019-09-06,BTCUSDT,10564.49,10905.87,10150,10298.73,53706.62,569923965.41
2019-09-05,BTCUSDT,10567.02,10900,10450,10564.49,30904.84,326332027.02
2019-09-04,BTCUSDT,10615.28,10799,10369.89,10567.02,40545.84,427677458.98
2019-09-03,BTCUSDT,10340,10773,10272,10615.28,43957.34,463005116.33
2019-09-02,BTCUSDT,9724.98,10450,9712.5,10340,41457.04,415332936.93
2019-09-01,BTCUSDT,9587.47,9830,9520,9724.98,18309.15,176584928.35
2019-08-31,BTCUSDT,9584.54,9684.51,9420.75,9587.47,16193.23,155146259.17
2019-08-30,BTCUSDT,9498.44,9696,9350.41,9584.54,25085.2,239190866.76
2019-08-29,BTCUSDT,9721,9724,9320,9498.44,32797.84,311851907.6
2019-08-28,BTCUSDT,10185.05,10299,9601.01,9721,38610.66,385261332.53
2019-08-27,BTCUSDT,10372.25,10391.08,10051.08,10185.05,26355.67,268512030.42
2019-08-26,BTCUSDT,10142.69,10604,10137.93,10372.25,38361.62,397764602.84
2019-08-25,BTCUSDT,10134.35,10333,9906.97,10142.69,24434.36,246592422.01
2019-08-24,BTCUSDT,10389.55,10419.42,9890,10134.35,25769.28,260543190.78
2019-08-23,BTCUSDT,10099.88,10445,10019.79,10389.55,25678.08,263492576.53
2019-08-22,BTCUSDT,10142.57,10242,9762,10099.88,31668.02,317436428.81
2019-08-21,BTCUSDT,10760.51,10804.13,9858,10142.57,43781.23,446418934.73
2019-08-20,BTCUSDT,10915.54,10949.96,10560,10760.51,30436.73,326679449.28
2019-08-19,BTCUSDT,10306.78,10930,10258.6,10915.54,34691.43,369061080.1
2019-08-18,BTCUSDT,10216.02,10500,10080,10306.78,22747.35,234692610.0
2019-08-17,BTCUSDT,10331.54,10465.14,10000,10216.02,26833.97,275590038.03
2019-08-16,BTCUSDT,10293.93,10536.03,9750,10331.54,47471.23,483608042.39
2019-08-15,BTCUSDT,10050.37,10460,9911,10293.93,34725.11,352588729.27
2019-08-14,BTCUSDT,10892.71,10897.48,9928.1,10050.37,49924.64,520584896.36
2019-08-13,BTCUSDT,11396.08,11456.16,10788.45,10892.71,30701.79,340946580.62
2019-08-12,BTCUSDT,11549.97,11577.89,11235.32,11396.08,16354.98,186502616.06
2019-08-11,BTCUSDT,11309.31,11599.98,11112.11,11549.97,24863.2,283145958.58
2019-08-10,BTCUSDT,11879.99,11985,11270,11309.31,39142.5,451950654.29
2019-08-09,BTCUSDT,11999.77,12045.68,11700,11879.99,36781.9,435691680.17
2019-08-08,BTCUSDT,11975.03,12060,11521,11999.77,47773.39,563880694.2
2019-08-07,BTCUSDT,11481.69,12141.17,11382.84,11975.03,63842.27,751757281.17
2019-08-06,BTCUSDT,11828.8,12330.7,11226.7,11481.69,69745.18,822100144.2
2019-08-05,BTCUSDT,10929.23,11937.52,10927.8,11828.8,59656.47,694027648.84
2019-08-04,BTCUSDT,10816.86,11040,10552,10929.23,36994.61,400099182.28
2019-08-03,BTCUSDT,10523.75,10904.77,10497.93,10816.86,31480.04,338863353.57
2019-08-02,BTCUSDT,10374.99,10670,10281.35,10523.75,39435.04,413105112.27
2019-08-01,BTCUSDT,10080.53,10467.86,9863.46,10374.99,38427.59,388729401.52
2019-07-31,BTCUSDT,9574.21,10109.8,9555,10080.53,36698.32,361864379.0
2019-07-30,BTCUSDT,9507.64,9714.28,9402,9574.21,30751.86,293800694.53
2019-07-29,BTCUSDT,9541.54,9729,9395,9507.64,26899.31,257213872.74
2019-07-28,BTCUSDT,9476.52,9594.99,9165,9541.54,27370.91,259358247.21
2019-07-27,BTCUSDT,9824,10188.66,9333,9476.52,32649.21,318024837.53
2019-07-26,BTCUSDT,9879.87,9889.98,9637,9824,19683.49,192022928.38
2019-07-25,BTCUSDT,9763.28,10175,9720.03,9879.87,35044.58,350657595.84
2019-07-24,BTCUSDT,9864.91,9937,9525,9763.28,40201.05,390717391.15
2019-07-23,BTCUSDT,10340.31,10343.97,9822,9864.91,43700.7,439075342.42
2019-07-22,BTCUSDT,10589.45,10683.16,10100,10340.31,37396.36,389148527.82
2019-07-21,BTCUSDT,10740.23,10817.9,10288,10589.45,35913.86,378882277.58
2019-07-20,BTCUSDT,10504.29,11068.99,10350,10740.23,43505.28,464614040.42
2019-07-19,BTCUSDT,10627.16,10769.71,10121.84,10504.29,51296.32,535193155.61
2019-07-18,BTCUSDT,9667.92,10788,9252,10627.16,72758.54,731997592.06
2019-07-17,BTCUSDT,9439.59,9957,9060,9667.92,76851.7,732485975.72
2019-07-16,BTCUSDT,10838.72,11028,9350.01,9439.59,87204.22,881856938.54
2019-07-15,BTCUSDT,10174.18,11100,9860,10838.72,74379.9,772595531.78
2019-07-14,BTCUSDT,11355.76,11452,10103,10174.18,65592.98,703580672.4
2019-07-13,BTCUSDT,11757.22,11799.98,10830,11355.76,49185.81,556934215.67
2019-07-12,BTCUSDT,11342.89,11885,11073,11757.22,51706.88,596600066.98
2019-07-11,BTCUSDT,12108.37,12111.73,11000,11342.89,79149.22,911270591.4
2019-07-10,BTCUSDT,12543.41,13147.08,11569,12108.37,98461.1,1234817288.79
2019-07-09,BTCUSDT,12238.6,12794.73,12068,12543.41,71968.89,895385000.07
2019-07-08,BTCUSDT,11406.24,12338.03,11220,12238.6,47820.5,566740812.14
2019-07-07,BTCUSDT,11256.49,11538,11094.37,11406.24,36004.78,406877786.0
2019-07-06,BTCUSDT,10970.73,11665,10964.51,11256.49,47363.72,538340879.56
2019-07-05,BTCUSDT,11145.67,11406.83,10796.44,10970.73,58437.08,649273950.95
2019-07-04,BTCUSDT,11940,12000,11055,11145.67,60649.46,707664152.36
2019-07-03,BTCUSDT,10842.85,11991.89,10841.04,11940,87772.38,995193543.79
2019-07-02,BTCUSDT,10624.93,10938.75,9727,10842.85,99213.02,1021975623.4
2019-07-01,BTCUSDT,10854.1,11282.28,10030,10624.93,82471.39,881875766.87
2019-06-30,BTCUSDT,11903.13,12180,10766.03,10854.1,77205.72,887571779.56
2019-06-29,BTCUSDT,12400.63,12441.54,11475.02,11903.13,63232.82,752724243.16
2019-06-28,BTCUSDT,11329.99,12480,10982.88,12400.63,86558.62,1020820776.85
2019-06-27,BTCUSDT,13299.99,13347.99,10525.1,11329.99,138662.72,1622958316.38
2019-06-26,BTCUSDT,11820.86,13964.74,11741,12666.45,99314.94,1273660222.92
2019-06-25,BTCUSDT,11056.59,11850,11026,11820.86,56154.67,639404855.56
2019-06-24,BTCUSDT,10906.07,11143.63,10620.8,11056.59,39940.55,435340224.18
2019-06-23,BTCUSDT,10729.5,11392.64,10555.18,10906.07,52581.13,572220190.94
2019-06-22,BTCUSDT,10159.86,11160,9921.72,10729.5,94759.31,1011481804.65
2019-06-21,BTCUSDT,9517.12,10174.99,9517.12,10159.86,46590.64,456586005.18
2019-06-20,BTCUSDT,9255.49,9590,9175.2,9517.12,32120.0,300773682.11
2019-06-19,BTCUSDT,9081.55,9304,8960,9255.49,29859.81,272896676.3
2019-06-18,BTCUSDT,9313.96,9336.36,8950,9081.55,48158.99,439353122.06
2019-06-17,BTCUSDT,8953.33,9444,8950,9313.96,44294.61,408347176.94
2019-06-16,BTCUSDT,8808.7,9333,8760,8953.33,57848.65,524860629.65
2019-06-15,BTCUSDT,8650,8864.99,8567.63,8808.7,29573.08,257105509.88
2019-06-14,BTCUSDT,8218.54,8684.41,8144.32,8650,36987.67,309591286.06
2019-06-13,BTCUSDT,8127.64,8309.82,8010.03,8218.54,28621.28,233346870.38
2019-06-12,BTCUSDT,7884.9,8200,7788.99,8127.64,38855.34,311272490.27
2019-06-11,BTCUSDT,7982.75,8010,7692.23,7884.9,28578.92,224265423.07
2019-06-10,BTCUSDT,7628.13,8020,7511,7982.75,34292.0,267862714.89
2019-06-09,BTCUSDT,7893.62,7935,7506.66,7628.13,29536.44,228303162.99
2019-06-08,BTCUSDT,7980.53,8044.65,7751,7893.62,21204.89,167582198.74
2019-06-07,BTCUSDT,7786.7,8100,7737.49,7980.53,31779.24,251966444.91
2019-06-06,BTCUSDT,7776.5,7868.13,7444.58,7786.7,34197.03,263492654.41
2019-06-05,BTCUSDT,7687.03,7896.7,7572.78,7776.5,45638.79,354060083.53
2019-06-04,BTCUSDT,8115.82,8115.82,7481.02,7687.03,68681.2,539348756.15
2019-06-03,BTCUSDT,8725.98,8800.95,8080.8,8115.82,41950.41,355526981.02
2019-06-02,BTCUSDT,8544.07,8814.78,8524,8725.98,26036.64,225804902.38
2019-06-01,BTCUSDT,8555,8626,8442.36,8544.07,29819.78,254607933.4
2019-05-31,BTCUSDT,8269.54,8594,8108.5,8555,42002.51,350865326.4
2019-05-30,BTCUSDT,8645.68,9074.26,8005,8269.54,64399.1,552147446.6
2019-05-29,BTCUSDT,8715.64,8750,8406.6,8645.68,31678.55,273154083.37
2019-05-28,BTCUSDT,8756.32,8798.49,8510.63,8715.64,29271.88,254693083.88
2019-05-27,BTCUSDT,8614.43,8908.32,8589,8756.32,48130.74,419875265.18
2019-05-26,BTCUSDT,8025.41,8740,7833.42,8614.43,45563.09,375747926.72
2019-05-25,BTCUSDT,7964.87,8091.8,7908.34,8025.41,26723.83,213847946.4
2019-05-24,BTCUSDT,7851.51,8130,7766,7964.87,43030.86,342424683.88
2019-05-23,BTCUSDT,7628.43,7940.98,7461,7851.51,45812.94,352067587.64
2019-05-22,BTCUSDT,7904.87,8016,7465,7628.43,44932.03,351894913.42
2019-05-21,BTCUSDT,7938.15,8042.32,7771,7904.87,48176.42,381015932.68
2019-05-20,BTCUSDT,8148.48,8156.03,7553,7938.15,60143.13,472989540.43
2019-05-19,BTCUSDT,7257.45,8275.09,7243.08,8148.48,60083.99,474429840.01
2019-05-18,BTCUSDT,7355.26,7458,7156.61,7257.45,34487.27,252367651.5
2019-05-17,BTCUSDT,7866.59,7925,6913,7355.26,79962.44,581754609.35
2019-05-16,BTCUSDT,8169.87,8320,7705,7866.59,63794.9,510407943.1
2019-05-15,BTCUSDT,7947.56,8249,7850,8169.87,34731.71,279783874.67
2019-05-14,BTCUSDT,7790.71,8366,7599.56,7947.56,70462.03,562251187.76
2019-05-13,BTCUSDT,6967.31,8100,6870,7790.71,77581.62,585457013.19
2019-05-12,BTCUSDT,7076.22,7521.78,6750,6967.31,78631.74,560694099.5
2019-05-11,BTCUSDT,6373.33,7343.99,6372.85,7076.22,67682.9,463621315.29
2019-05-10,BTCUSDT,6209.18,6468.92,6172,6373.33,34420.48,217853632.6
2019-05-09,BTCUSDT,5987.29,6224.55,5983.71,6209.18,26099.02,159232038.56
2019-05-08,BTCUSDT,5846.34,6014.72,5772.2,5987.29,21715.92,128246328.64
2019-05-07,BTCUSDT,5747.79,5988,5747.74,5962.16,16169.61,95544203.42
2019-05-06,BTCUSDT,5775.62,5805,5619.14,5747.79,23734.53,135669094.03
2019-05-05,BTCUSDT,5829.45,5839.9,5696,5775.62,22600.15,130593216.89
2019-05-04,BTCUSDT,5772.69,5900,5587.45,5829.45,37187.2,214568525.68
2019-05-03,BTCUSDT,5492.87,5844,5477.57,5772.69,42758.75,244199361.05
2019-05-02,BTCUSDT,5383.2,5538,5370,5492.87,21609.98,118022034.8
2019-05-01,BTCUSDT,5320.81,5402,5316.2,5383.2,16414.57,87894939.98
2019-04-30,BTCUSDT,5238.14,5339.98,5192.15,5320.81,21159.12,111616040.6
2019-04-29,BTCUSDT,5307.52,5332,5178.8,5238.14,18749.14,98677587.22
2019-04-28,BTCUSDT,5295.69,5340,5259.48,5307.52,13696.93,72698846.21
2019-04-27,BTCUSDT,5314.1,5342.5,5257.67,5295.69,14797.5,78433878.76
2019-04-26,BTCUSDT,5219.9,5510,5161.62,5314.1,45512.58,241599143.78
2019-04-25,BTCUSDT,5415,5491.84,5102,5219.9,46048.68,246080114.21
2019-04-24,BTCUSDT,5493.31,5582.2,5333.35,5415,44561.97,242563528.09
2019-04-23,BTCUSDT,5357.14,5600,5332.41,5493.31,38259.59,210611717.11
2019-04-22,BTCUSDT,5256.14,5400,5208.35,5357.14,27894.99,147775807.73
2019-04-21,BTCUSDT,5291.73,5314.35,5165,5256.14,23874.51,125164014.45
2019-04-20,BTCUSDT,5258.68,5333.42,5230.1,5291.73,18295.89,96728480.31
2019-04-19,BTCUSDT,5258.44,5320,5175,5258.68,23278.77,121954993.74
2019-04-18,BTCUSDT,5202.82,5287,5198.8,5258.44,21480.81,112603955.34
2019-04-17,BTCUSDT,5173.72,5230.4,5146.8,5202.82,21987.23,114118850.6
2019-04-16,BTCUSDT,5024.95,5197.72,5003.94,5173.72,22808.7,116255208.53
2019-04-15,BTCUSDT,5131.3,5167.38,4950,5024.95,27252.83,138545876.2
2019-04-14,BTCUSDT,5045.22,5152.99,5000,5131.3,17426.87,88260470.74
2019-04-13,BTCUSDT,5048.01,5099,5004,5045.22,16562.14,83686653.62
2019-04-12,BTCUSDT,5017.37,5080.58,4861.22,5048.01,31219.92,156210764.06
2019-04-11,BTCUSDT,5308.25,5332.67,4927,5017.37,50271.11,255269789.7
2019-04-10,BTCUSDT,5150,5422,5135,5308.25,37063.21,194991190.02
2019-04-09,BTCUSDT,5236.9,5238.4,5076.68,5150,31781.31,163857659.44
2019-04-08,BTCUSDT,5170.27,5305,5039,5236.9,46325.63,240502788.43
2019-04-07,BTCUSDT,5043.89,5234,5026,5170.27,35027.71,179636564.32
2019-04-06,BTCUSDT,5004.95,5205,4928.59,5043.89,38455.22,194175873.48
2019-04-05,BTCUSDT,4898.66,5028.22,4880.62,5004.95,37248.36,185131241.09
2019-04-04,BTCUSDT,4932.6,5039.08,4777,4898.66,56271.11,277808062.44
2019-04-03,BTCUSDT,4857.29,5275.01,4753.5,4932.6,98509.76,492096758.03
2019-04-02,BTCUSDT,4144.56,4897.99,4140.54,4857.29,94625.11,439057063.0
2019-04-01,BTCUSDT,4103.95,4158.7,4067,4144.56,23934.61,98897382.91
2019-03-19,BTCUSDT,3987.81,4002.99,3983.14,3998.9,943.68,3770271.68
2019-03-18,BTCUSDT,3981.14,4037,3953.33,3987.81,21381.83,85249694.91
2019-03-17,BTCUSDT,4005.98,4012,3950.01,3981.14,18102.89,72063019.54
2019-03-16,BTCUSDT,3923.76,4056.98,3921.98,4005.98,26886.25,107497618.56
2019-03-15,BTCUSDT,3877.12,3939.22,3872.2,3923.76,20766.29,81114891.34
2019-03-14,BTCUSDT,3866,3920,3810.43,3877.12,25316.25,97969538.78
2019-03-13,BTCUSDT,3882.73,3893.56,3840,3866,23349.97,90381736.59
2019-03-12,BTCUSDT,3871.61,3905.2,3826.06,3882.73,25517.64,98954297.4
2019-03-11,BTCUSDT,3916.82,3936.98,3830,3871.61,35945.48,139488437.85
2019-03-10,BTCUSDT,3943.04,3943.43,3881.69,3916.82,22134.42,86575687.94
2019-03-09,BTCUSDT,3864.89,3971.75,3854.75,3943.04,29345.08,114942454.59
2019-03-08,BTCUSDT,3873.64,3932,3800,3864.89,32646.03,126907648.32
2019-03-07,BTCUSDT,3861.84,3905.4,3840.4,3873.64,25223.89,97813042.1
2019-03-06,BTCUSDT,3857.73,3907,3813.09,3861.84,23217.87,89407898.27
2019-03-05,BTCUSDT,3715.3,3877.1,3703.55,3857.73,30814.57,116787730.27
2019-03-04,BTCUSDT,3807.75,3830,3670.69,3715.3,32609.38,121780238.83
2019-03-03,BTCUSDT,3819.93,3835,3781.32,3807.75,15984.76,60995557.62
2019-03-02,BTCUSDT,3823,3841.31,3772.25,3819.93,18494.08,70548329.53
2019-03-01,BTCUSDT,3813.69,3857,3813.01,3823,22279.3,85419292.59
2019-02-28,BTCUSDT,3818.07,3888,3763.87,3813.69,30671.7,117459044.66
2019-02-27,BTCUSDT,3809.23,3838.85,3677.17,3818.07,29414.85,111687755.57
2019-02-26,BTCUSDT,3827.92,3841.51,3777,3809.23,27290.26,104034920.11
2019-02-25,BTCUSDT,3743.56,3872.66,3740,3827.92,36041.94,137427517.2
2019-02-24,BTCUSDT,4117.76,4198,3712.66,3743.56,57263.85,224883719.81
2019-02-23,BTCUSDT,3962,4162.02,3933.15,4117.76,31093.41,125401353.3
2019-02-22,BTCUSDT,3937.31,3988,3926.65,3962,22768.18,90091055.39
2019-02-21,BTCUSDT,3969.74,4016.48,3901.03,3937.31,29171.27,115083645.21
2019-02-20,BTCUSDT,3907.79,3986.98,3870.66,3969.74,34310.79,135108357.99
2019-02-19,BTCUSDT,3898.6,3994.52,3856,3907.79,46824.36,183807678.78
2019-02-18,BTCUSDT,3667.58,3925,3655,3898.6,59288.85,224852810.18
2019-02-17,BTCUSDT,3618.41,3700.11,3604.4,3667.58,24263.28,88228964.53
2019-02-16,BTCUSDT,3602.47,3648.18,3597.91,3618.41,18663.59,67623931.31
2019-02-15,BTCUSDT,3590.56,3653.23,3573.45,3602.47,19769.69,71300223.62
2019-02-14,BTCUSDT,3609.4,3626.4,3568.11,3590.56,20761.21,74794370.44
2019-02-13,BTCUSDT,3631.46,3670,3591.75,3609.4,24611.21,89139062.5
2019-02-12,BTCUSDT,3631.05,3667.6,3582.34,3631.46,27762.12,100548787.79
2019-02-11,BTCUSDT,3680.06,3684.9,3615.53,3631.05,23745.31,86333971.26
2019-02-10,BTCUSDT,3665.18,3684.99,3609.76,3680.06,22082.81,80442931.34
2019-02-09,BTCUSDT,3659.04,3680.02,3625.13,3665.18,23735.25,86743521.43
2019-02-08,BTCUSDT,3398.4,3733.58,3373.1,3659.04,42214.12,149907760.64
2019-02-07,BTCUSDT,3405.37,3426.45,3390,3398.4,17480.03,59571238.69
2019-02-06,BTCUSDT,3471.59,3482.72,3380,3405.37,31770.65,108428107.04
2019-02-05,BTCUSDT,3463.22,3478.97,3448.43,3471.59,23887.57,82723836.65
2019-02-04,BTCUSDT,3458.11,3484.88,3433.31,3463.22,22042.4,76254597.8
2019-02-03,BTCUSDT,3504.77,3511.09,3426,3458.11,18877.23,65376524.31
2019-02-02,BTCUSDT,3462.07,3526.4,3440.29,3504.77,16992.58,58911316.57
2019-02-01,BTCUSDT,3434.1,3488,3401.2,3462.07,23916.44,82446163.33
2019-01-31,BTCUSDT,3458.18,3489.2,3418.8,3434.1,27928.55,96152449.61
2019-01-30,BTCUSDT,3411.04,3478,3387.1,3458.18,22692.88,78125806.13
2019-01-29,BTCUSDT,3434.15,3443.45,3349.92,3411.04,27562.68,93813988.41
2019-01-28,BTCUSDT,3550.84,3557.75,3381.5,3434.15,37359.71,128787569.31
2019-01-27,BTCUSDT,3565.25,3579,3486,3550.84,20433.19,72613676.69
2019-01-26,BTCUSDT,3565.29,3662.94,3545,3565.25,17673.42,63344444.71
2019-01-25,BTCUSDT,3569.62,3587.15,3522.51,3565.29,16546.4,58864938.78
2019-01-24,BTCUSDT,3552.82,3589,3529.22,3569.62,19692.71,70006296.01
2019-01-23,BTCUSDT,3570.93,3607.98,3514.5,3552.82,23071.74,82165371.55
2019-01-22,BTCUSDT,3526.9,3608.5,3446.69,3570.93,25231.55,89395437.4
2019-01-21,BTCUSDT,3539.28,3559.51,3485.04,3526.9,18434.38,65059626.45
2019-01-20,BTCUSDT,3665.3,3693.73,3475,3539.28,23551.29,84251226.23
2019-01-19,BTCUSDT,3594.87,3720,3594.23,3665.3,18624.79,68293032.66
2019-01-18,BTCUSDT,3616.21,3619.99,3565.75,3594.87,21672.42,77956595.66
2019-01-17,BTCUSDT,3591.84,3634.7,3533.44,3616.21,27614.97,99041752.72
2019-01-16,BTCUSDT,3553.06,3645,3543.51,3591.84,25757.79,92324270.78
2019-01-15,BTCUSDT,3626.09,3648.42,3518.44,3553.06,30770.45,110721208.18
2019-01-14,BTCUSDT,3476.81,3671.87,3467.02,3626.09,31190.38,111116129.24
2019-01-13,BTCUSDT,3583.13,3611.1,3444.28,3476.81,22754.41,80130875.79
2019-01-12,BTCUSDT,3601.31,3618.19,3531.06,3583.13,20541.52,73689073.67
2019-01-11,BTCUSDT,3585.88,3658,3526.98,3601.31,34260.22,123044676.35
2019-01-10,BTCUSDT,3966.65,3996.01,3540,3585.88,47895.41,178756130.92
2019-01-09,BTCUSDT,3955.13,4006.81,3930.04,3966.65,27503.63,109315054.91
2019-01-08,BTCUSDT,3975.45,4067.66,3922,3955.13,34365.46,136737939.05
2019-01-07,BTCUSDT,3987.6,4017.9,3921.53,3975.45,29452.09,117221283.71
2019-01-06,BTCUSDT,3770.96,4027.71,3740,3987.6,32566.9,126593889.66
2019-01-05,BTCUSDT,3792.01,3840.99,3751,3770.96,28675.53,108993305.86
2019-01-04,BTCUSDT,3766.78,3823.64,3703.57,3792.01,27721.3,104281818.96
2019-01-03,BTCUSDT,3858.56,3862.74,3730,3766.78,27461.97,104293179.8
2019-01-02,BTCUSDT,3797.14,3882.14,3750.45,3858.56,33035.13,125781952.89
2019-01-01,BTCUSDT,3702.9,3810.16,3642,3797.14,22043.98,81818002.59
2018-12-31,BTCUSDT,3801.91,3810,3637.78,3702.9,27000.0,100763786.72
2018-12-30,BTCUSDT,3695.32,3903.5,3657.9,3801.91,30282.17,113873648.47
2018-12-29,BTCUSDT,3839.26,3892,3670,3695.32,34488.38,131634641.78
2018-12-28,BTCUSDT,3567.91,3887.25,3540.04,3839.26,40839.17,151406616.99
2018-12-27,BTCUSDT,3777.74,3813.98,3535,3567.91,40266.32,147943217.93
2018-12-26,BTCUSDT,3745.79,3837.15,3656.74,3777.74,39961.75,149732459.68
2018-12-25,BTCUSDT,4008.01,4020,3646.41,3745.79,56383.4,211665332.87
2018-12-24,BTCUSDT,3929.71,4198,3924.83,4008.01,58403.15,239128837.57
2018-12-23,BTCUSDT,3948.91,4021.53,3870,3929.71,37881.01,149909406.59
2018-12-22,BTCUSDT,3838.66,3979,3785,3948.91,40231.99,155073329.56
2018-12-21,BTCUSDT,4049.62,4139.99,3764,3838.66,75158.54,297414584.75
2018-12-20,BTCUSDT,3662.22,4120,3635,4049.62,89802.98,353522264.48
2018-12-19,BTCUSDT,3652.98,3912.73,3622.55,3662.22,85810.88,321352553.6
2018-12-18,BTCUSDT,3509.08,3678.59,3424.47,3652.98,56798.2,200359773.23
2018-12-17,BTCUSDT,3228.67,3585,3216,3509.08,59026.9,202235081.9
2018-12-16,BTCUSDT,3211.72,3294,3186,3228.67,23376.74,76001723.18
2018-12-15,BTCUSDT,3224.17,3276.5,3156.26,3211.72,28287.18,90753503.7
2018-12-14,BTCUSDT,3302.06,3335,3177,3224.17,40946.18,133564459.37
2018-12-13,BTCUSDT,3445,3460,3255.5,3302.06,37471.7,126209442.48
2018-12-12,BTCUSDT,3380.39,3492,3350,3445,31471.86,107823027.69
2018-12-11,BTCUSDT,3432.88,3463.5,3324.32,3389.69,33394.16,113264068.85
2018-12-10,BTCUSDT,3545.37,3610,3370.11,3432.88,37581.44,130691360.67
2018-12-09,BTCUSDT,3410.93,3658,3394.04,3545.37,41424.25,145607074.77
2018-12-08,BTCUSDT,3403.55,3495,3276.47,3410.93,50131.6,170227499.7
2018-12-07,BTCUSDT,3508.75,3549.99,3224.6,3403.55,83526.75,282816671.25
2018-12-06,BTCUSDT,3769.84,3899.99,3500,3508.75,58566.12,218397171.32
2018-12-05,BTCUSDT,3951.64,3970,3745,3769.84,40324.34,155318420.07
2018-12-04,BTCUSDT,3884.01,4085,3785.94,3951.64,43819.45,173269898.3
2018-12-03,BTCUSDT,4161.01,4179,3827.02,3884.01,43575.4,173213815.72
2018-12-02,BTCUSDT,4190.02,4312.99,4103.04,4161.01,36617.34,153308532.3
2018-12-01,BTCUSDT,4041.32,4299.99,3963.01,4190.02,41538.32,172412131.87
2018-11-30,BTCUSDT,4295.84,4341.36,3943,4053.09,61088.09,251530358.05
2018-11-29,BTCUSDT,4264.85,4450.38,4125.65,4295.84,67935.45,290872551.57
2018-11-28,BTCUSDT,3875.21,4394.47,3874.27,4264.85,82187.35,341820074.51
2018-11-27,BTCUSDT,3862.2,3940,3689.12,3875.21,62299.14,237845870.19
2018-11-26,BTCUSDT,4085.78,4206,3701,3862.2,84761.59,335099625.69
2018-11-25,BTCUSDT,3932.44,4233,3652.66,4085.78,89041.61,348653386.34
2018-11-24,BTCUSDT,4420.61,4527,3824.69,3932.44,52612.04,221518598.32
2018-11-23,BTCUSDT,4370,4484,4222.94,4420.61,45007.85,196337635.71
2018-11-22,BTCUSDT,4661.07,4721.77,4335,4370,31617.81,144312768.21
2018-11-21,BTCUSDT,4558.86,4787.2,4413.85,4661.07,56391.89,259711255.02
2018-11-20,BTCUSDT,4910.03,5048.24,4326,4558.86,100503.22,469785894.3
2018-11-19,BTCUSDT,5662,5664,4855,4910.03,63314.09,330584758.2
2018-11-18,BTCUSDT,5628.29,5738.17,5617,5662,22864.8,129338526.23
2018-11-17,BTCUSDT,5655.94,5656.6,5565.43,5628.29,25511.48,143028990.21
2018-11-16,BTCUSDT,5753.4,5782.89,5549.25,5655.94,36665.71,207469638.53
2018-11-15,BTCUSDT,5922.41,5939.54,5403.42,5753.4,41943.86,237668666.66
2018-11-14,BTCUSDT,6457.66,6482.84,5656.87,5922.41,38778.76,233505327.27
2018-11-13,BTCUSDT,6453.07,6498,6391.15,6457.66,11198.97,72321959.6
